File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,394,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(ctl, O_WRONLY);",0f64ae5fa6bc9b583da29ef8889549ad80b28c64d41d6681ef7efce3d95dde0f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,585,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	const char *argv[nhats+1];,663e79021635a7db47308452d8aecdc5190e81c9cbc1410f05ec1910f6ee5a4f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,824,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[QUERY_LABEL_REPLY_LEN];,d674a1d74766e9184b18489a9867fa3e7f37e4ded25970c699c0d0b8620094f5
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,842,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(aafs_access, O_RDWR);",cbde070556a7695238c2b8732a591cb023141d720f45d6e16e085fffb92f972d
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,849,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query, AA_QUERY_CMD_LABEL, AA_QUERY_CMD_LABEL_SIZE);",5c0a3a19bda05952cc64d48ce4213f1ba53cea2828afc6bc1d359b26f5038d53
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,923,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query + AA_QUERY_CMD_LABEL_SIZE, label, label_len);",9e65d894871fc5a994d8a39df2377bdc40b899c0da892c0ef80f689147d4f015
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,927,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query + AA_QUERY_CMD_LABEL_SIZE + label_len + 2, path, path_len);",551c2273acb8a322463dda756f4c481c2fc37ac2407c020d4a810c3642eaddc4
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,982,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query + pos, label, label_len);",5e874602a0cf95f17c993426ba02faf4c0ad8aa6aa1819f7b386b3fe06fae762
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,987,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query + pos + 1, link, link_len);",c14d9d735e586994e19ba1fef670d93d1eebc04f88402b9915d2b96e6dbe6b2d
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel.c,1000,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"	memcpy(query + pos + 1, target, target_len);",d225ddf0c7b32fc7a875feac7daa01a4ea157c82bc1054a863841d452b5225fe
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/kernel_interface.c,248,14,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	ki->dirfd = open(apparmorfs, O_RDONLY | O_CLOEXEC | O_DIRECTORY);",543b76b49c7f7963fbb64e7b395b5734217b5c9be4cbbae12ea7a93d83c7b6f8
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/libaalogparse.c,132,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char buf[3], *endptr;",b812f6b2776bb0b943ced211858cab5d250fc03a81b6101991454b86cdddd4b7
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/libaalogparse.c,145,3,2,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",Risk is low because the source has a constant maximum length.,CWE-120,"		sprintf(buf, ""%.2s"", hexstring);",759c6df7952ad30b2c1b8fcc65a5d917371d269a66c4ad071b9cbe853dd7d7e2
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/policy_cache.c,113,12,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	proc_fd = open(proc_path, O_RDONLY | O_CLOEXEC | O_PATH | O_NOFOLLOW);",4565562957d4e879414b010f1b9654895f615ba303ce089c10ccef3cc10363fa
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/policy_cache.c,330,1,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,open:,8bd09c10aa271d8cb26e9067f41c7324986c9c085f3ce6f7de8aec63133fe671
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/policy_cache.c,352,10,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,				goto open;,2177a7d8e0281121955780853f7788790a7c3d9c35ad08ad51ac00be0e9e9fe3
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/src/private.c,364,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"		memcpy(dents[i], dent, sizeof(*dent));",db4ab18ca229b61a5b2c66a31d610540fb15305404e4569e7fd9b3668907d680
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/testsuite/test_multi.c,15,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char log_line[1024];,70b5ee7008c3744748c6f6f800c28517a42f8393f4ebf45e81dc08112cfa6044
/home/capstone/Desktop/root/apparmor-2.13.3_pure/libraries/libapparmor/testsuite/test_multi.c,28,13,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	testcase = fopen(argv[1], ""r"");",bfc2eaf22c3f09e92b52c1d890970ec9dc7c7a6a7e0ccd7a979d5b9a1f265bae
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/dbus.cc,217,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	const char *vec[6];,f06abfaa97e566c48cda6799e0b7ef27a5228fed6698bd83930816fec120fab7
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/lib.c,411,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"		char str[2] = "" "";",2b7d71237bcb494e38054142c30b162dd583083f168205c8f3675eb8d9e242a7
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/libapparmor_re/chfa.cc,316,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	const char zeroes[8] = { };,dcf18001572cb1bc0b8533a1f70fe4acb5714b6be36d051e8e273b4c1307bf1f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/mount.cc,539,3,2,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",Risk is low because the source is a constant string.,CWE-120,"		strcpy(p, ""(\\xfe|)"");",ba523e90cef26b7099801f623610f9f07e67f94cc78a9e4dfd1b51db36bb98e9
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/mount.cc,589,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char flagsbuf[PATH_MAX + 3];,fe220a0ccc70b3baf53f889696089fe36a6b02b2f6a7db35a95702906ad3f75d
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/mount.cc,591,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char class_mount_hdr[64];,6e2b2242e8f087f34dccd06e024bfce78f68e08dc788329bbb6a174973c0e15a
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/mount.cc,592,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	const char *vec[5];,6fafd162558522850b9c8c7c9cc0f9e860364db6cc8aed01255c67e33f16cd60
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/mount.cc,601,2,2,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",Risk is low because the source has a constant maximum length.,CWE-120,"	sprintf(class_mount_hdr, ""\\x%02x"", AA_CLASS_MOUNT);",fbe7434ceb7c3326350e895fed97e78df812249516ee959914b483f2e3ce5463
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/network.c,156,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buffer[32];,594cdbbf7f138403a8d230ce09c8cbeebebfa9247c49bda180c4e4065ae5068b
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/network.c,168,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(PROC_VERSION, O_RDONLY);",ae9b00e1e99f2c2d021d1385a95914ece36fac97ac8da5ac66e4f50967ef21fe
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_include.c,67,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static char *path[MAX_PATH] = { NULL };,7ab718b61f9034fdad6631b02ea708fb15906c0ca397c38dd7de9710e21bb960
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_include.c,183,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[1024];,5065f5757ec562d76d80e513ac33668b30265995d34290fc3fe7083c178c0622
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_include.c,187,6,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	f = fopen(SUBDOMAIN_CONF, ""r"");",5b82519df5b11f6240778d20b3fcea3371bb0105a921cb838fa86e02eb875fc2
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_include.c,226,10,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		newf = fopen(buf, ""r"");",0a944dfef091a9e92efa3710634503147be0531f691b3b4cde5bdf3c424eeaa8
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_interface.c,262,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static char zeros[64];,983c90340d5b1b99e271eff9abfcd0fb91dd2dec5ee8eae83f4e9d985ca87a7a
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,107,14,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static const char *cacheloc[MAX_CACHE_LOCS];,13f127fea12401fc1f75c8b3189272284c8a0ddfe2998f6b31accaa0c9ed2ff3
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,267,5,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"				memcpy(tmp, s, p - s);",298d29a536676434502adb36bd94f00de028d4909ce717b1b5de66cdb0634588
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,286,3,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120),Make sure destination can always hold the source data,,CWE-120,"		memcpy(tmp, s, p - s);",298d29a536676434502adb36bd94f00de028d4909ce717b1b5de66cdb0634588
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,300,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	static char line[256];,03923197b75ae1137844c85be28aa73a9fb7766006dc07664808faf09658fd07
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,495,11,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		ofile = fopen(optarg, ""w"");",05691653356ce4ebc037bf83523e9f8e55d9abb18171a9ce9d7809859ee92966
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,711,6,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	f = fopen(name, ""r"");",6a604c56746e691f6af61ddc90e26b8d0fe9b6182f8704ed1e359d36b07cb61b
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,746,24,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	autofclose FILE *ms = fopen(MATCH_FILE, ""r"");",efa25fb16cfca500d7c6818f58cb5fb9ebfe63aa2bd50b2d3f3e130efa15148f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_main.c,924,17,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ( !(yyin = fopen(profilename, ""r"")) ) {",74ff7430cceabd137be5a463739b0483f26e8ff11916f9076bd13e52b428e21c
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_regex.c,563,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		const char *vec[2];,b6d580d9a5f971c51bd977b99f9e64a88567a294fa64252f6961482241d1da9f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/parser_regex.c,581,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,		const char *vec[3];,1d6b793bf95cdf07dc7f89f1e15f3e6dfdcda35569334702d530a2416303382b
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/policy_cache.c,41,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buffer[HEADER_STRING_SIZE + VERSION_STRING_SIZE];,f1f435b4a3153757d786143e66f2d88f1f940bc735a0d5fd7a3088cc37fa4f29
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/policy_cache.c,43,12,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	if (!(f = fopen(cachename, ""r""))) {",6566e8d8e0f0a4ef0eafb5d867ccb8257ecc3e0cf80d91f786acc016cf61421d
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/policy_cache.c,156,19,2,tmpfile,mkstemp,"Potential for temporary file vulnerability in some circumstances.  Some older Unix-like systems create temp files with permission to write by all by default, so be sure to set the umask to override this. Also, some older Unix systems might fail to use O_EXCL when opening the file, so make sure that O_EXCL is used by the library (CWE-377)",,,CWE-377,		if ((cache_fd = mkstemp(tmpname)) < 0) {,38e2dd442d0f17b6578723e2be29c7019aa18cd31a31d98655e3de6be7c1b4ab
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/profile.h,137,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char *exec_table[AA_EXEC_COUNT];,6511c9b41fda6c8b8750639b63e6354ad2c445fad4ed3ec1fa017c5da9207b8f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/signal.cc,79,14,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static const char *const sig_names[MAXMAPPED_SIG + 1] = {,68dd8624c660d2a415a4f638b64f7150445979d84efc6fa2831672ac31f6ca98
/home/capstone/Desktop/root/apparmor-2.13.3_pure/parser/unit_test.h,38,9,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        char buf[PATH_MAX];,bccc52b0116e68b26a8fb862f2f766a6c4f06ed3e5c48f125f9f60e5c9a2feea
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/changehat.h,10,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[128];,a7e6ef4b73cb0cf74f88a6a9d4e04522c79ea9387f8f272e9d0ac542fa7168aa
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/changehat.h,13,5,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd=open(file, O_RDWR, 0);",aa490573ca66c50102f0169800d668849f416b4b602792eeebfaef905ab6d1bb
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/changehat_wrapper.c,56,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(ATTR_FILE, O_WRONLY);",9e01ac72a68d7e3d908aab756b72a4d69240e1f55a21b1ded584f2af5d91a9b0
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/changehat_wrapper.c,89,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[BUFSIZ];,38f78c7ddf4a01792dd5b430a1692f8556c070b2ef839308bbbdf5d004056933
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/clone.c,63,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[BUFSIZ];,38f78c7ddf4a01792dd5b430a1692f8556c070b2ef839308bbbdf5d004056933
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_message.c,144,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char sig[5];,ad306d79522197ba5efae641e0ee193c4a5e94eb2d7a6c49a27bbd8201d3646d
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_message.c,165,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char sig[2];,d68fe90860357a503e022a6e098f7fc40b336c9da6badabd7c3cd62c22edff61
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_message.c,249,13,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"			log_fd = open(path, O_CREAT | O_TRUNC | O_WRONLY,",63ca2a456b9e0345d5dd42bec2da193b0c48820d4fb0eafb8a57911b3022b5e2
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_service.c,241,13,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"			log_fd = open(path, O_CREAT | O_TRUNC | O_WRONLY,",63ca2a456b9e0345d5dd42bec2da193b0c48820d4fb0eafb8a57911b3022b5e2
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_service.c,253,14,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190)","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended)",,CWE-190,			lock_fd = atoi(fd);,3816853c1db51da94235fecbf04ed06edb432ee794c5a7d03da7d7ec8ea6c775
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/dbus_unrequested_reply.c,173,13,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"			log_fd = open(path, O_CREAT | O_TRUNC | O_WRONLY,",63ca2a456b9e0345d5dd42bec2da193b0c48820d4fb0eafb8a57911b3022b5e2
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/deleted.c,36,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char buf[128];,a7e6ef4b73cb0cf74f88a6a9d4e04522c79ea9387f8f272e9d0ac542fa7168aa
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/deleted.c,48,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(argv[2], O_RDWR, 0);",8ea2157070937559fdc757b1b06479e8f4b00d8b11e01304c8b6c7466179eb8f
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/deleted.c,117,5,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd=open(argv[2], O_RDWR, 0);",b5bdb047b8cc335af408a287d723200d6d8cdafbd9b6c8353d1dba1d89f8c745
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/exec_qual2.c,45,5,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd=open(argv[1], O_RDWR, 0);",607c72c17abc292623e20fa1105ef02e2e0e5bed5252cee76b08e4cdd2b7c1f1
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/fchdir.c,29,17,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"        dirfd = open(dir, O_RDONLY | O_DIRECTORY);",7455aecd0a991845304b887df7ddd023fd08d213f5cc142ef2343732d796b565
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/fchgrp.c,35,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(argv[1], O_RDONLY);",2846f69159bf967384671fa0dfd5fbd97ff2a7213dc481475627ba34d954da2e
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/fchmod.c,32,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(argv[1], O_RDONLY);",2846f69159bf967384671fa0dfd5fbd97ff2a7213dc481475627ba34d954da2e
/home/capstone/Desktop/root/apparmor-2.13.3_pure/tests/regression/apparmor/fchown.c,34,7,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	fd = open(argv[1], O_RDONLY);",2846f69159bf967384671fa0dfd5fbd97ff2a7213dc481475627ba34d954da2e
